,location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
2207,"Frederiksberg, Denmark",3826,1,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:49:56,      kravet om ansvarsfraskrivelse burde være ikke blot et vink med en vognstang  men et kæmpe blinkende advarsels udråbstegn  som ikke kan have undgået de ansvarliges opmærksomhed        ,-1.0
2208,Danmark,5173,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:46:45,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2209,"Frederiksberg, Denmark",3826,1,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:41:03,      essensen er  at det er en ekstremt dårlig idé at gå på kompromis med standarder for lægemiddeludvikling  effekt og sikkerhed kan ikke basers på håb og forventninger   det ansvar er svigtet i godkendelsesproceduren        ,-2.0
2212,Denmark~Copenhagen,60486,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:22:59,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2213,Live in Sunny Danmark,32984,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:17:56,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2215,"Smallingerland, Nederland",11277,0,[],2021-08-19 18:02:10,coronavaccins beschermen minder goed tegen de deltavariant via  ,0.0
2216,,4416,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 18:01:22,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2217,"Frederiksberg, Denmark",3826,0,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 17:59:06,      enhver normalt fungerende lægemiddelproducent vil fraskrive sig ansvaret for markedsføring af lægemider  der ikke er færdigudviklede  det er simpel rettidig omhu  alternativet er at risikere virksomhedens eksistens        ,0.0
2218,"Dragør, Danmark",8020,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 17:52:03,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2219,"Frederiksberg, Denmark",3826,27,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 17:50:20,spot on opsummering af problemerne med coronavaccinerne på    min   alle bør lytte   det er horribelt  at de er blevet betinget/nød godkendt med to mdrs  median safety observation  og håb om at det går nok           ,2.0
2220,"Dragør, Danmark",8020,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 17:05:03,      fokus bør være på de  der er hovedansvarlige for det her  who  politikere og de regulatoriske myndigheder  lægemiddelproducenter driver virksomhed  men de godkender ikke lægemidlerne         ,2.0
2221,"Dragør, Danmark",8020,79,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 16:55:23,i israel er      af befolkningen fuldt vaccineret      august      var    af indlagte med severe or critical covid   fuldt vaccineret   vaccinerne har tilsyneladende ingen effekt          ,0.0
2222,"Frederiksberg, Denmark",3826,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 16:49:35,      fokus bør være på de  der er hovedansvarlige for det her  who  politikere og de regulatoriske myndigheder  lægemiddelproducenter driver virksomhed  men de godkender ikke lægemidlerne         ,2.0
2223,,99,1,"['respiratorbehandling', 'COVID19']",2021-08-19 16:37:17,professor og overlæge bodil steen rasmussen fra vores intensivafdeling er blevet ridder af dannebrogordenen   hun modtager æren for sin forskning i ilt ved   der har været banebrydende for behandling af intensivpatienter  bl a  de mest syge ramte ,0.0
2224,,519,3,"['covid19', 'dkpol', 'kompoldk']",2021-08-19 16:10:12,arbejdsgiverne har en særlig forpligtelse til at fastholde medarbejdere  der er syge med senfølger  siger   hun hilser forslag fra  om hjælpepakke mod fyring velkomment       ,-4.0
2225,Copenhagen,2407,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 15:51:04,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2226,Copenhagen,12356,0,"['Madness', 'COVID19dk']",2021-08-19 15:47:05,får vi nogensinde en normal verden  vaccinerne beskytter den enkelte ganske godt  ikke      men det gør den jo heller ikke ved influenza   jeg ønsker mig lidt proportionalitet  i hvert eneste land verden over    ,4.0
2227,Danmark,1137,0,"['covid19dk', 'jointhelabrace']",2021-08-19 15:17:35,over     laboratoriefolk samles i københavn til verdenskongres efter halvandet år på coronaoverarbejde     ,0.0
2228,Danmark,45130,12,['covid19dk'],2021-08-19 15:12:38,hjælp med at dele     der er desværre ikke mange der ved  at sundhedspersoner selv kan indberette bivirkninger ved coronavaccinen på   meld en bivirkning ved en vaccine til mennesker  for sundhedspersoner  eblanket      ,-4.0
2229,"København, Danmark",4935,3,"['dkpol', 'dkbiz', 'COVID19dk']",2021-08-19 15:03:47,tak til sf  v og k for at stå sammen om et krav over for  om  at virksomheder med coronalån skal kunne tilbagebetale over en årrække    det handler om arbejdspladser og for nogle virksomheder om overlevelse         ,1.0
2230,,2316,3,"['dkpol', 'dkbiz', 'COVID19dk']",2021-08-19 14:59:57,tak til sf  v og k for at stå sammen om et krav over for  om  at virksomheder med coronalån skal kunne tilbagebetale over en årrække    det handler om arbejdspladser og for nogle virksomheder om overlevelse         ,1.0
2231,1787 Kbh V,14443,3,"['dkpol', 'dkbiz', 'COVID19dk']",2021-08-19 14:54:55,tak til sf  v og k for at stå sammen om et krav over for  om  at virksomheder med coronalån skal kunne tilbagebetale over en årrække    det handler om arbejdspladser og for nogle virksomheder om overlevelse         ,1.0
2232,,172,0,['COVID19'],2021-08-19 14:47:31,antal indberetninger om formodede bivirkninger ifm vacc mod  er nu opdateret  det generelle billede uændret  langt størstedelen er milde og forbipasserende   har særligt fokus på bivirkninger hos børn  gravide og ammende  læs mere   ,-4.0
2233,,1102,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 14:46:31,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2234,Danmark,5479,3,"['covid19', 'dkpol', 'kompoldk']",2021-08-19 14:29:16,arbejdsgiverne har en særlig forpligtelse til at fastholde medarbejdere  der er syge med senfølger  siger   hun hilser forslag fra  om hjælpepakke mod fyring velkomment       ,-4.0
2235,Bjerringbro,1514,79,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 13:59:50,i israel er      af befolkningen fuldt vaccineret      august      var    af indlagte med severe or critical covid   fuldt vaccineret   vaccinerne har tilsyneladende ingen effekt          ,0.0
2236,Denmark,96680,1,"['MetteMao', 'dkmedier', 'dkpol', 'dk', 'sundpol', 'COVID19dk', 'nokernok']",2021-08-19 13:46:08,simpel besked  til     og hendes kumpaner       fakenews         ,0.0
2238,hjemme,3089,31,['COVID19dk'],2021-08-19 13:08:33,kontakttallet er igen beregnet til    det er fjerde uge i træk  hvor vi måler en stabil epidemi  vi når i dag en markant milepæl     af alle danskere på     år er nu færdigvaccineret  vi har brug for den maksimale beskyttelse mod corona i dk  så bliv vaccineret i dag   ,3.0
2239,"Pretoria, South Africa",387,0,"['DiepCityMzansi', 'JacobZuma', 'COVID19', 'lockdownnz']",2021-08-19 12:55:44,kniftyknit_handmade ribbed scarf  and beret       ,0.0
2241,"Aalborg, Nordjylland",10309,1,"['covid19dk', 'cvdgdk']",2021-08-19 12:25:13,dagens  tal d    /   seneste døgn er yderligere          ‰ af knap        pcrtests  testet positive for coronavirus      er indlagt  af disse er    nyindlagte  i dag         aktive tilfælde        fik første stik         fik det andet  ihad    ,6.0
2242,"Samsø, Denmark",35198,1,"['covid19dk', 'cvdgdk']",2021-08-19 12:19:52,dagens  tal d    /   seneste døgn er yderligere          ‰ af knap        pcrtests  testet positive for coronavirus      er indlagt  af disse er    nyindlagte  i dag         aktive tilfælde        fik første stik         fik det andet  ihad    ,6.0
2243,,1291,10,"['dkpol', 'sundpol', 'COVID19dk']",2021-08-19 12:15:28,som forudsagt før vaccinen overhoved blevet sprøjtet i det intetanende folk  boosters resten af livet        ,0.0
2244,Copenhagen,46920,0,"['covid19dk', 'dkpol']",2021-08-19 12:09:13,vaccinationshastigheden falder igen  primært som resultat af  at antallet af    stik er meget småt  og at antallet af    stik nu også aftager  pga  aftagende    stik for    uger siden     ,0.0
2245,,8897,0,['covid19dk'],2021-08-19 12:00:05, /   breaking  nye coronatal i dk    positive tests seneste døgn       i går        tests  pcr  seneste døgn         gns    dage         positiv  pcr  seneste døgn        gns    dage        døde seneste døgn     i alt         kilde   ,1.0
2246,Jylland,5989,0,[],2021-08-19 11:49:38, vi prøver igen  forklar mig  hvis håndteringen af covid    handler om sundhed  og kun sundhed  hvorfor acceptere ssi/regeringen ikke positiv antistoftest  uden en positiv pcr test       egne antistoffer vil altid uden bortforklaring være bedre end tilsatte via vaccine,7.0
2247,Nation of Covid morrons (DK),3750,1,"['MetteMao', 'dkmedier', 'dkpol', 'dk', 'sundpol', 'COVID19dk', 'nokernok']",2021-08-19 11:36:43,simpel besked  til     og hendes kumpaner       fakenews         ,0.0
2248,,26650,0,[],2021-08-19 11:29:43,jeg tror  at jeg tager risikoen ,0.0
2249,,2782,0,[],2021-08-19 11:12:55,   hvordan mon delta varianten kom til island  medmindre det selvfølgelig kom en deltavariant på island    der er virkelig mange huller i den forklaring ,0.0
2250,Danmark,2314,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 11:01:49,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2251,"Here, there, everywhere...",3190,12,"['COVID19', 'migration']",2021-08-19 11:00:12,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2252,,287,1,"['respiratorbehandling', 'COVID19']",2021-08-19 10:56:37,professor og overlæge bodil steen rasmussen fra vores intensivafdeling er blevet ridder af dannebrogordenen   hun modtager æren for sin forskning i ilt ved   der har været banebrydende for behandling af intensivpatienter  bl a  de mest syge ramte ,0.0
2253,"København, Danmark",425,1,"['BeskytBørneneModCovid19', 'SikreSkoler', 'SikreInstitutioner', 'SafeEdForAll', 'ProtectTheKids', 'COVID19', 'dkpol']",2021-08-19 10:54:45,  / efter konsultation med en ekspert i filtrering og ventilations teknik kan foreningen anbefale disse co måler      ørnenemodcovid        ,2.0
2254,"København, Danmark",425,1,"['BeskytBørneneModCovid19', 'COVID19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'dkpol']",2021-08-19 10:54:30,allerede i sidste år understregede forskere at udluftning i skoleklasser er altafgørende i viruskampen  artikel i  fra den    august        ørnenemodcovid          ,-2.0
2255,കേരളം,858774,3,"['BeskytBørneneModCovid19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'SafeSchools', 'SafeEdForAll', 'SecurisezNosEcoles', 'SichereBildungJETZT', 'Covid19', 'dkpol']",2021-08-19 10:54:22, / internationale forskere advarer  masseinfektion af børn og unge er etisk uforsvarligt og farligt ørnenemodcovid            ,-4.0
2256,"København, Danmark",425,3,"['BeskytBørneneModCovid19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'SafeSchools', 'SafeEdForAll', 'SecurisezNosEcoles', 'SichereBildungJETZT', 'Covid19', 'dkpol']",2021-08-19 10:54:22, / internationale forskere advarer  masseinfektion af børn og unge er etisk uforsvarligt og farligt ørnenemodcovid            ,-4.0
2257,Jylland,5989,0,[],2021-08-19 10:33:36, luk røven    covid   handler ikke om sundhed  hvis det gjorde  så havde man kun antistoftest folk   det absolut sundeste er nemlig egne dannet antistoffer    men regeringen/ssi acceptere ikke at folk danner egne antistoffer medmindre de også har positiv pcr test    forklar det  ,3.0
2258,"Hovedstaden, Danmark",69156,12,"['COVID19', 'migration']",2021-08-19 10:08:54,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2259,"Hovedstaden, Danmark",66213,12,"['COVID19', 'migration']",2021-08-19 10:03:08,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2260,,4300,0,"['coronadk', 'dkpol', 'sundpol']",2021-08-19 10:00:40,dette er altså mere end overvejelse værd her i dk også  ikke mindst sammenholdt med at vaccinerede smitter omtrent lige så meget med delta som uvaccinerede gør  de ved det bare ikke  fordi de typisk er symptomfri     ,0.0
2261,"København, Danmark",4399,12,"['COVID19', 'migration']",2021-08-19 09:56:51,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2262,,1157,0,"['covid19dk', 'covidvaccinedk']",2021-08-19 09:52:02,for fællesskabets skyld  jeg skal sgu ikke være med i et fællesskab  som forlanger jeg lader mig vaccinerer med en nødkendt vaccine med alvorlige kendte bivirkninger mod en infektion jeg næppe opdager   ,-4.0
2263,"København, Danmark",32866,12,"['COVID19', 'migration']",2021-08-19 09:51:34,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2264,Danmark,323454,12,"['COVID19', 'migration']",2021-08-19 09:49:03,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2265,Danmark,16173,12,"['COVID19', 'migration']",2021-08-19 09:48:25,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2266,"South Denmark, Denmark",61172,12,"['COVID19', 'migration']",2021-08-19 09:46:15,vores lille fine selskab for indvandrersundhed holder d       møde om hvad vi lærte af   tilmeld dig her    ,2.0
2267,"København, Danmark",4519,1,"['dkmedier', 'COVID19dk']",2021-08-19 09:42:18,jeg er med på  at  lever af trafik  men folk har været bange i halvandet år  så måske man kunne prøve at lave nogle overskrifter  der ikke er designet til at hive det sidste frygt ud af folk  og nej  der er ikke bekymrende nyt om delta   ,-7.0
2268,Sweden,58632,3,"['BeskytBørneneModCovid19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'SafeSchools', 'SafeEdForAll', 'SecurisezNosEcoles', 'SichereBildungJETZT', 'Covid19', 'dkpol']",2021-08-19 09:32:54, / internationale forskere advarer  masseinfektion af børn og unge er etisk uforsvarligt og farligt ørnenemodcovid            ,-4.0
2269,"Copenhagen, Denmark",173,3,"['BeskytBørneneModCovid19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'SafeSchools', 'SafeEdForAll', 'SecurisezNosEcoles', 'SichereBildungJETZT', 'Covid19', 'dkpol']",2021-08-19 09:28:01, / internationale forskere advarer  masseinfektion af børn og unge er etisk uforsvarligt og farligt ørnenemodcovid            ,-4.0
2270,"Copenhagen, Denmark",173,1,"['BeskytBørneneModCovid19', 'COVID19', 'SikreSkoler', 'SikreInstitutioner', 'ProtectTheKids', 'dkpol']",2021-08-19 09:19:29,allerede i sidste år understregede forskere at udluftning i skoleklasser er altafgørende i viruskampen  artikel i  fra den    august        ørnenemodcovid          ,-2.0
2271,,1010,0,"['arbejde', 'COVID19', 'dkpol']",2021-08-19 09:08:44,  foreslår hjælpepakker til arbejdsgivere for at beskytte senfølgeramte mod fyringer    ,1.0
2272,"Roskilde, Danmark",2407,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:59:32,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2273,United States,29006,0,"['COVID19', 'MyanmarCovidSOS', 'WhereIsTheBurmaBill', 'Aug19Coup', 'WhatsHappeningInMyanmar']",2021-08-19 08:32:32, situation in myanmar        ,0.0
2274,,3737,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:32:21,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2275,,3737,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:30:48,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2276,,5214,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:26:24,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2278,,5097,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:15:41,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2279,"Roskilde, Danmark",2407,12,['covid19dk'],2021-08-19 08:14:40,hjælp med at dele     der er desværre ikke mange der ved  at sundhedspersoner selv kan indberette bivirkninger ved coronavaccinen på   meld en bivirkning ved en vaccine til mennesker  for sundhedspersoner  eblanket      ,-4.0
2280,"Frederiksberg, Denmark",3826,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:13:18,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
2281,USA,760,0,"['COVID19', 'SputnikV', 'DeltaVariant']",2021-08-19 07:50:22,sputnik v vaccine modified for delta variant     via  ,0.0
2282,Any Town USA,4054,0,"['COVID19', 'food', 'gadgets', 'grub', 'jerky', 'snacks', 'stayathome', 'stayhome', 'weird']",2021-08-19 07:12:02,nerf fortnite rl blaster             ,0.0
2284,Danmark,7578,1,[],2021-08-19 06:32:03,nu siger de  at vaxxinerne hurtigere mister effekt mod deltavarianten  så nu skal der boosters til for at være beskyttet  nu findes der stort set kun deltavariant  så mit bud er  at vaxxen ville have samme ringe effekt imod enhver variant  ,0.0
2285,,200,0,[],2021-08-19 06:10:46, nogle få bud     alle præsidenter  minus trump  begynder højere end    pct  og falder derefter; begejstring hos kernevælgere &amp; goodwill hos uafhængige eroderer i takt med hverdag;    covid  træthed     seneste siven måske afghanistan  men det kan ikke være mere end   point ,-2.0
2286,"South Denmark, Denmark",61172,0,['COVID19'],2021-08-19 06:04:59,så nu er mange stadig bange for vacciner  inkl  i fx pakistan ,-2.0
2287,"Henderson, NV",8368,0,"['COVID19', 'DeltaVariant', 'cdc', 'lies', 'LiberalHypocrisy']",2021-08-19 06:03:10, lvrj at its best……       ,0.0
2288,"København, Danmark",8921,2,"['dkpol', 'dkbiz', 'COVID19dk', 'dkmedier']",2021-08-19 06:02:47,er det her ikke bare lidt langt ude          ,0.0
2289,കേരളം,858774,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 05:50:35,   politiken har i dag et nyt eksempel på dårlig coronajournalistik  hvis journalisterne havde brugt tid på at læse artiklen  de skriver om  ville de have konstateret en række mangler         ,-5.0
2290,,9135,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 05:50:34,   politiken har i dag et nyt eksempel på dårlig coronajournalistik  hvis journalisterne havde brugt tid på at læse artiklen  de skriver om  ville de have konstateret en række mangler         ,-5.0
2291,"København, Danmark",1138,0,"['COVID19dk', 'dkpol']",2021-08-19 05:34:43,hey    fedt i lige bruger samtlige hverdagsmorgener på at sikre at  stadig spreder sig med propfyldte stog  enten må i udskyde sporarbejdet på linje b eller også må i sætte flere/længere tog ind  dybt uansvarligt  cc    ,-2.0
2292,,341,79,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 05:33:40,i israel er      af befolkningen fuldt vaccineret      august      var    af indlagte med severe or critical covid   fuldt vaccineret   vaccinerne har tilsyneladende ingen effekt          ,0.0
2293,,1435,0,['COVID19'],2021-08-19 05:30:50, de fik ret…  beskyttede udsatte  lod det bedste virke  naturlig immunitet ……spike addicts is lifetime hooked       ,4.0
2294,Aarhus,2142,79,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 05:16:43,i israel er      af befolkningen fuldt vaccineret      august      var    af indlagte med severe or critical covid   fuldt vaccineret   vaccinerne har tilsyneladende ingen effekt          ,0.0
2295,,3617,4,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 05:11:14,       det i fortæller er i givet fald meget alvorligt  der er skærpet indberetningspligt  og det tilkommer ikke tilfældige at censurere  hvad de netop den dag synes er en mulig bivirkning         ,-2.0
2296,"Sjælland, Danmark",1144,1,[],2021-08-19 05:01:54,nu siger de  at vaxxinerne hurtigere mister effekt mod deltavarianten  så nu skal der boosters til for at være beskyttet  nu findes der stort set kun deltavariant  så mit bud er  at vaxxen ville have samme ringe effekt imod enhver variant  ,0.0
2297,,58118,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 04:32:40,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2298,Copenhagen,4173,0,['COVID19'],2021-08-19 03:55:12,flot vaccinationstilslutning  et eller andet har vi gjort rigtigt i dk   åben  ærlig kommunikation har bidraget til tilliden til myndighederne  fx om bivirkninger til astrazeneca og overvejelser om  hvornår man skulle anbefale vaccination af unge    ,5.0
2299,"Oslo, Norway",164616,0,"['nrknyheter', 'dax18', 'polvart', 'nrkurix', 'COVID19', 'coronavirus', 'EU', 'UN', 'CORRUPTION', 'SARS_CoV_2']",2021-08-19 00:11:31,lærer hege ble syk etter falsknegativ hurtigtest  – går med en klump i magen smittekarantene for barn skal erstattes med hurtigtesting             ,0.0
2300,"Syddanmark, Danmark",1151,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 22:41:25,   politiken har i dag et nyt eksempel på dårlig coronajournalistik  hvis journalisterne havde brugt tid på at læse artiklen  de skriver om  ville de have konstateret en række mangler         ,-5.0
2301,"Ørsta, Norge",1935,0,[],2021-08-18 21:35:44,de vacciner  som vi bliver vaccineret med imod coronavirus  yder effektiv beskyttelse mod den dominerende deltavariant   ,1.0
2302,Seven Seas,2227,0,[],2021-08-18 21:31:35,covid   viser ikke kun tvangs masker  nedlukninger  skandaløs propaganda af vaccinen til børn  men også et europa/usa i kollaps  det her ville aldrig kunne finde sted i et velfungerende oplyst samfund   mon ikke bare cv   reelt har vist hvad har lagt bag korruptionen i årtier ,-3.0
2303,Bumfuck Nowhere,769,12,"['covid19', 'covid_19', 'covid19bc', 'covid19ab']",2021-08-18 21:27:58,reminder      ,0.0
2304,,87,0,['COVID19'],2021-08-18 21:23:43, hvor lenge varer boosteren     dose   that’s the question  ,0.0
2305,Aarhus,2142,4,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:59:35,   læs om fakta tjekkernes misinformation med specielt fokus på newsguard   the truth is best sought through the marketplace of ideas where reason and evidence are the weapons of choice         ,-2.0
2306,Aarhus,2142,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:58:09,   her kan du se en liste af åbenbart    certificerede faktatjekkere  certificeret af hvem   det her er en syg forretningsmodel  der er virkelig brug for oprydning og en stor fejekost         ,-2.0
2307,Aarhus,2142,5,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:57:43,   ud over statsfinansieringen er tjekdet finansieret af facebook som tredjepartsfaktatjekker  åbenbart med honorering pr  artikel   facebook  som retter ind efter regeringens ønsker for at beskytte virksomheden        ,3.0
2308,Aarhus,2142,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:57:32,   punkt   fortjener speciel fokus  der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere   hvorfor betaler vi til tjekdet med en bevilling fra folketingets finansudvalg         ,0.0
2309,കേരളം,858774,19,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:57:28,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
2310,Aarhus,2142,19,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:57:26,   ti gode råd fra geert vanden bossche om  hvordan man skiller skidt fra kanel i det informationsoverflow  vi bombarderes med         ,-2.0
2311,Copenhagen,13338,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:55:49,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2312,Denmark~Copenhagen,60486,79,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:51:19,i israel er      af befolkningen fuldt vaccineret      august      var    af indlagte med severe or critical covid   fuldt vaccineret   vaccinerne har tilsyneladende ingen effekt          ,0.0
2313,Denmark,16364,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:50:32,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2314,Danmark,783,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:27:00,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2315,Copenhagen,1640,21,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-18 20:20:49,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
2316,"Lichtenstein/Sachsen, Deutschl",1435,24,['covid19dk'],2021-08-18 20:20:24,med deltavarianten og børnene tilbage i skolerne kan vi forvente et efterår med nye smitteudbrud  og smittespredning blandt børn kan faktisk være en fordel  mener    er uenig   ,2.0
